population,short.description,year,group,total,flag_for_publishing,total.low.CI,total.high.CI,male,male_flag_for_publishing,male.low.CI,male.high.CI,female,female_flag_for_publishing,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,65-74,14.3,,11.5,17.6,23.2,,18.1,29,4.7,,2.6,7.6,49000,39000,60000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,75+,4.3,,2.6,6.6,8.3,,5,12.9,0.6,,0.2,1.4,10000,6000,14000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Māori,39.4,,34.8,44.1,45.4,,38.2,52.7,33.5,,28.3,38.9,80000,70000,91000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Māori,40.5,,37.9,43.2,47.6,,43.2,52.1,33.4,,30,36.8,175000,164000,187000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Māori,38.7,,35.8,41.6,46.3,,41.9,50.8,31.2,,27.7,34.9,171000,157000,185000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Māori,38.9,,35.9,41.9,45.4,,40.7,50.1,32.4,,28.6,36.3,183000,168000,197000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Māori,40,,36.2,43.8,44.6,,39.1,50.3,35.2,,30.7,39.9,194000,175000,213000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Māori,39.6,,36.3,43,48.6,,42.6,54.6,30.2,,26.3,34.3,190000,172000,208000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Pacific,38.1,,29.9,46.8,54.2,,41.7,66.4,23.7,,13.6,36.5,23000,18000,29000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Pacific,37.6,,32.1,43.4,47,,38.9,55.3,25.4,,19,32.6,53000,45000,62000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Pacific,37.2,,32.1,42.4,43.5,,37.2,50,30.1,,22.2,38.9,50000,42000,58000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Pacific,33.3,,27.5,39.5,42.2,,33.6,51.3,24.3,,18.1,31.5,53000,43000,63000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Pacific,39.6,,32.5,47.1,51.9,,40.9,62.8,27.2,,19.7,35.8,69000,54000,84000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Pacific,40.4,,33.3,47.8,48.5,,37.6,59.5,31.7,,22.5,42.1,72000,58000,86000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Asian,14.4,,9.7,20.3,20.2,,13.1,29,4,,1.1,9.9,18000,11000,24000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Asian,14.4,,11.2,18.3,17.9,,13.2,23.5,8.7,,5.2,13.4,39000,30000,48000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Asian,14,,10.6,18,18.4,,13.4,24.3,7.4,,3.5,13.3,40000,30000,50000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Asian,16.7,,13.4,20.3,21.3,,16.9,26.3,9.3,,5.8,13.9,56000,44000,68000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Asian,11.4,,8.3,15.2,14.7,,10.1,20.5,6,,2.7,11.2,45000,32000,57000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Asian,14.8,,11.3,18.8,19.5,,14.3,25.7,5.7,,2.8,10,53000,39000,67000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,European/Other,26,,24.2,27.9,36.6,,33.8,39.5,15.4,,13.3,17.6,322000,299000,345000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,European/Other,27.1,,25.6,28.7,36.6,,34.5,38.8,17.4,,15.8,19.1,676000,636000,716000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,European/Other,27.6,,26.1,29.2,36.5,,34.6,38.5,18.4,,16.4,20.4,701000,661000,742000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,European/Other,27.1,,25.7,28.6,36.4,,34.1,38.8,17.6,,15.9,19.4,702000,662000,741000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,European/Other,28.2,,26.4,30.1,38.2,,35.3,41,18.5,,16.4,20.6,743000,693000,794000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,European/Other,27.1,,25.4,28.9,37.1,,34.7,39.6,17.3,,15.5,19.3,704000,654000,754000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Quintile 1,23.3,,19.7,27.2,33.1,,27.2,39.5,12.5,,8.7,17.3,76000,63000,90000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Quintile 2,22.7,,18.9,27,32.7,,26.1,39.9,12.1,,8.2,17.1,71000,57000,86000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Quintile 3,27,,23.8,30.4,36.9,,31.9,42,15.4,,12.1,19.1,86000,74000,98000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Quintile 4,28,,24.6,31.6,39.1,,32.9,45.5,18,,14.5,22,81000,69000,94000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,Quintile 5,33.9,,30,38,41.9,,36.4,47.6,25.7,,21.3,30.6,86000,75000,97000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Quintile 1,22.8,,20,25.7,31.2,,27.1,35.6,13.8,,11,16.9,151000,130000,171000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Quintile 2,23.9,,21.4,26.7,31.7,,27.5,36.3,15.5,,12.6,18.8,155000,136000,173000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Quintile 3,29.2,,26.3,32.2,38.3,,33.7,42.9,19.4,,16.1,23.1,182000,161000,203000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Quintile 4,30.2,,26.9,33.7,39.8,,35.1,44.6,19.6,,16.7,22.8,186000,163000,209000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,Quintile 5,33,,30,36,41.1,,36.8,45.6,24.8,,21.4,28.4,168000,151000,185000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Quintile 1,23.2,,20.4,26.1,30.5,,26.5,34.8,15,,11.4,19.3,158000,138000,178000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Quintile 2,26.5,,23.6,29.6,35.6,,31.3,40,16.4,,13.1,20.1,172000,151000,193000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Quintile 3,28.1,,25.2,31.2,37,,32.9,41.2,18.9,,15.9,22.2,181000,160000,202000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Quintile 4,29.3,,26.5,32.2,37.3,,33.5,41.2,20.8,,17.6,24.4,182000,163000,200000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,Quintile 5,31.9,,29,34.9,38.1,,34.4,41.9,25.7,,22.3,29.4,160000,142000,179000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Quintile 1,25.7,,22.6,28.9,35.6,,31.2,40.2,15.4,,12.3,19,177000,155000,198000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Quintile 2,24.9,,22.1,27.8,33.2,,28.7,38,15.4,,12.5,18.7,169000,148000,189000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Quintile 3,26.5,,23.4,29.7,34.2,,29.7,39,18.1,,14.8,21.8,176000,153000,199000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Quintile 4,27.3,,24.4,30.4,35.3,,30.4,40.5,18.7,,15.6,22.2,176000,155000,197000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Quintile 5,33.5,,30.9,36.1,40.9,,37.4,44.6,25.6,,22.1,29.4,182000,166000,199000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Quintile 1,26.7,,23.7,29.9,35.6,,30.5,41,16.9,,12.2,22.6,193000,168000,218000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Quintile 2,23.3,,19.7,27.3,32.3,,26.6,38.4,13.9,,11,17.2,164000,138000,190000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Quintile 3,28.9,,25.5,32.4,39.4,,35,44,18.7,,15.1,22.7,196000,170000,221000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Quintile 4,28.5,,24.6,32.6,36,,31.2,41.1,20.9,,16.5,25.9,185000,158000,213000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Quintile 5,32.5,,29.3,35.8,38.1,,33.8,42.6,26.1,,22.3,30,186000,167000,206000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Quintile 1,22.9,,19.8,26.3,30.3,,25.6,35.3,14.4,,11.5,17.8,160000,137000,184000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Quintile 2,24.7,,21,28.6,34.7,,28.6,41.2,14.7,,11.2,18.9,163000,138000,188000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Quintile 3,25.5,,22.5,28.6,35.7,,30.5,41.1,15.4,,12.2,19.2,171000,148000,194000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Quintile 4,30.7,,27.6,33.9,38.6,,34.3,43.1,21.8,,18.5,25.4,201000,179000,224000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Quintile 5,33.9,,30.1,37.9,41.7,,36.5,47,25.8,,21.9,30,189000,165000,214000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Non-disabled,27.6,,26.3,28.9,36.3,,34.3,38.3,18.1,,16.4,19.9,824000,781000,866000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,Disabled,23.9,,20.8,27.2,26.5,,21.1,32.4,21.8,,17.3,26.8,54000,46000,63000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Non-disabled,28.1,,26.4,29.7,36.5,,34.1,39,19,,17.3,20.8,867000,816000,918000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,Disabled,23.9,,19.9,28.3,30.8,,24.4,37.9,18,,12.4,24.9,55000,45000,66000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Non-disabled,27.5,,25.9,29.1,36.1,,33.9,38.5,18.3,,16.5,20.2,822000,772000,873000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,Disabled,24.2,,20.3,28.4,32.6,,25.9,39.8,16.6,,12.3,21.7,59000,48000,71000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,15-17,17.3,,10.8,25.6,17.2,,8.5,29.6,17.3,,8.4,30.1,10000,5000,14000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2015,18-24,43.4,,37.2,49.7,57.4,,48.5,65.9,28.8,,21.1,37.5,84000,70000,99000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,15-17,22,,15.7,29.3,28.9,,18.3,41.4,14.8,,8.1,24.2,24000,16000,33000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2016,18-24,43,,38.1,48,51.3,,44.8,57.9,33.9,,27.5,40.8,168000,148000,189000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,15-17,14.8,,10,20.9,14.6,,7.5,24.6,15.1,,8.8,23.5,17000,11000,23000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2017,18-24,43.2,,37.9,48.7,50.5,,44.5,56.5,35.3,,28.3,42.7,167000,144000,189000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,15-17,14.1,,9.5,19.9,17.6,,10.6,26.6,10.4,,4.6,19.5,17000,11000,24000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2018,18-24,44.4,,40.5,48.3,56.7,,50.1,63.1,31.1,,26.1,36.6,170000,153000,187000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,15-17,25.6,,18.2,34.2,32.5,,19.8,47.5,18.5,,8.8,32.3,27000,17000,38000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2019,18-24,39,,34,44.2,45.6,,38.3,53,32.3,,25.5,39.7,157000,135000,179000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,15-17,15.2,,8.7,23.9,15,,5.6,30.1,15.4,,7.7,26.4,18000,9000,27000
adults,Heavy episodic drinking at least monthly (past-year drinkers),2020,18-24,48,,41.8,54.2,56.1,,46.5,65.4,39.1,,32.9,45.6,188000,158000,217000
adults,Heavy episodic drinking at least weekly (total population),2015,Total,12.1,,10.9,13.3,18.2,,16.3,20.2,6.3,,5.2,7.4,228000,205000,250000
adults,Heavy episodic drinking at least weekly (total population),2016,Total,11.8,,11,12.7,17.3,,15.9,18.7,6.5,,5.6,7.5,454000,422000,485000
adults,Heavy episodic drinking at least weekly (total population),2017,Total,11.5,,10.6,12.4,16.4,,14.9,17.9,6.7,,5.8,7.7,450000,417000,484000
adults,Heavy episodic drinking at least weekly (total population),2018,Total,12.3,,11.5,13.1,18.5,,17.1,20,6.3,,5.5,7.2,492000,460000,524000
adults,Heavy episodic drinking at least weekly (total population),2019,Total,12.1,,11.2,13,17.4,,16,18.9,7,,6.1,7.9,493000,457000,530000
adults,Heavy episodic drinking at least weekly (total population),2020,Total,12.1,,11,13.2,17.6,,16,19.4,6.6,,5.7,7.7,499000,456000,543000
adults,Heavy episodic drinking at least weekly (total population),2015,15-24,15.4,,11.9,19.4,19.6,,14.3,25.8,10.8,,6.6,16.3,50000,38000,62000
adults,Heavy episodic drinking at least weekly (total population),2015,25-34,13.6,,11.3,16.3,18.2,,14.3,22.7,9.4,,6.7,12.8,43000,35000,51000
adults,Heavy episodic drinking at least weekly (total population),2015,35-44,12.8,,10.8,15,19.5,,16.1,23.3,6,,4.2,8.3,39000,33000,46000
adults,Heavy episodic drinking at least weekly (total population),2015,45-54,15.7,,12.9,18.9,24.5,,19.6,30,6.3,,4.1,9,50000,41000,59000
adults,Heavy episodic drinking at least weekly (total population),2015,55-64,9.8,,7.7,12.1,15.7,,12,20,4.6,,2.9,6.8,27000,21000,32000
adults,Heavy episodic drinking at least weekly (total population),2015,65-74,6.9,,5,9.3,12.2,,8.6,16.5,2.1,,0.4,6,14000,10000,18000
adults,Heavy episodic drinking at least weekly (total population),2015,75+,3.3,,1.9,5.2,7.3,,4,12,0.5,,0.1,1.6,5000,2000,7000
adults,Heavy episodic drinking at least weekly (total population),2016,15-24,12.8,,10.3,15.6,15.9,,12.7,19.7,9.3,,6.2,13.3,84000,67000,101000
adults,Heavy episodic drinking at least weekly (total population),2016,25-34,14.5,,12.2,16.9,22.7,,19,26.7,6.3,,4.4,8.8,97000,81000,112000
adults,Heavy episodic drinking at least weekly (total population),2016,35-44,12.9,,11.1,15,17.1,,14,20.6,8.9,,6.8,11.5,77000,66000,89000
adults,Heavy episodic drinking at least weekly (total population),2016,45-54,15.4,,13.5,17.5,21.3,,18,25,9.9,,7.8,12.3,100000,87000,113000
adults,Heavy episodic drinking at least weekly (total population),2016,55-64,10.6,,9,12.4,17.6,,14.4,21.2,4,,3,5.2,60000,51000,69000
adults,Heavy episodic drinking at least weekly (total population),2016,65-74,7.4,,5.6,9.7,13.3,,10,17.2,1.9,,0.8,3.9,30000,22000,38000
adults,Heavy episodic drinking at least weekly (total population),2016,75+,1.8,,1.2,2.7,3.4,,2.1,5.2,0.6,,0.1,1.8,6000,3000,8000
adults,Heavy episodic drinking at least weekly (total population),2017,15-24,12.4,,10.3,14.8,15.3,,12.1,18.8,9.4,,6.9,12.4,82000,68000,96000
adults,Heavy episodic drinking at least weekly (total population),2017,25-34,12.7,,10.7,14.8,19,,15.4,23.1,6.2,,4.9,7.8,89000,75000,102000
adults,Heavy episodic drinking at least weekly (total population),2017,35-44,12.4,,10.7,14.3,17.4,,14.8,20.2,7.7,,5.6,10.2,76000,65000,86000
adults,Heavy episodic drinking at least weekly (total population),2017,45-54,15,,13,17.1,20,,16.7,23.6,10.2,,7.6,13.4,98000,85000,111000
adults,Heavy episodic drinking at least weekly (total population),2017,55-64,11.9,,10.2,13.8,18.5,,15.2,22.1,5.7,,4.2,7.5,69000,59000,79000
adults,Heavy episodic drinking at least weekly (total population),2017,65-74,7.2,,5.8,8.8,11.1,,8.5,14.2,3.4,,2.1,5.2,30000,24000,36000
adults,Heavy episodic drinking at least weekly (total population),2017,75+,2.3,,1.5,3.5,5.2,,3.2,7.9,0.1,,0,0.6,7000,4000,10000
adults,Heavy episodic drinking at least weekly (total population),2018,15-24,15.3,,12.8,18.1,21.7,,18,25.8,8.5,,5.6,12.4,101000,84000,117000
adults,Heavy episodic drinking at least weekly (total population),2018,25-34,13.2,,11,15.6,20.1,,16.3,24.3,6.3,,4.5,8.4,95000,80000,111000
adults,Heavy episodic drinking at least weekly (total population),2018,35-44,14.1,,12.2,16.2,21.1,,17.6,24.9,7.4,,5.5,9.7,88000,76000,100000
adults,Heavy episodic drinking at least weekly (total population),2018,45-54,14.7,,12.9,16.8,20.8,,17.5,24.4,9,,7.1,11.2,96000,84000,109000
adults,Heavy episodic drinking at least weekly (total population),2018,55-64,11.9,,10.2,13.8,18.4,,15.2,21.8,5.7,,4.2,7.6,71000,60000,81000
adults,Heavy episodic drinking at least weekly (total population),2018,65-74,8,,6.4,9.9,13.7,,10.5,17.4,2.6,,1.5,4.2,35000,28000,42000
adults,Heavy episodic drinking at least weekly (total population),2018,75+,1.9,,1.2,3,2.8,,1.5,5,1.2,,0.4,2.7,6000,3000,9000
adults,Heavy episodic drinking at least weekly (total population),2019,15-24,13.8,,10.8,17.2,16.6,,12.3,21.7,10.8,,7.3,15.1,91000,70000,111000
adults,Heavy episodic drinking at least weekly (total population),2019,25-34,11.7,,9.7,13.9,15.8,,12.4,19.6,7.5,,5.7,9.7,87000,72000,102000
adults,Heavy episodic drinking at least weekly (total population),2019,35-44,11.4,,9.4,13.6,17.3,,13.6,21.4,5.6,,4,7.7,72000,59000,85000
adults,Heavy episodic drinking at least weekly (total population),2019,45-54,19,,16.6,21.6,27,,22.8,31.6,11.3,,8.8,14.2,125000,109000,141000
adults,Heavy episodic drinking at least weekly (total population),2019,55-64,12.3,,10.1,14.8,18.6,,14.6,23.1,6.4,,4.3,9.1,75000,61000,89000
adults,Heavy episodic drinking at least weekly (total population),2019,65-74,8,,6.2,10,14.4,,10.9,18.6,1.9,,1,3.2,36000,28000,44000
adults,Heavy episodic drinking at least weekly (total population),2019,75+,2.3,,1.5,3.4,4.2,,2.6,6.3,0.8,,0.3,1.7,7000,5000,10000
adults,Heavy episodic drinking at least weekly (total population),2020,15-24,17,,12.9,21.6,22,,15.6,29.6,11.6,,8.4,15.5,110000,84000,137000
adults,Heavy episodic drinking at least weekly (total population),2020,25-34,12.8,,10.7,15.2,18.6,,14.9,22.9,6.9,,5,9.2,97000,81000,114000
adults,Heavy episodic drinking at least weekly (total population),2020,35-44,12.1,,10,14.4,18,,14.5,21.9,6.4,,4.5,8.7,78000,65000,92000
adults,Heavy episodic drinking at least weekly (total population),2020,45-54,14.9,,12.4,17.6,20.5,,16.6,24.8,9.6,,7.5,12.1,98000,81000,114000
adults,Heavy episodic drinking at least weekly (total population),2020,55-64,12.2,,10.1,14.5,18.5,,14.9,22.5,6.2,,4.1,9,75000,62000,88000
adults,Heavy episodic drinking at least weekly (total population),2020,65-74,7.1,,5.5,8.9,12.8,,9.9,16.3,1.6,,0.7,3.2,33000,25000,41000
adults,Heavy episodic drinking at least weekly (total population),2020,75+,2.1,,1.2,3.3,4.3,,2.4,7.1,0.3,,0.1,0.7,7000,4000,10000
adults,Heavy episodic drinking at least weekly (total population),2015,Māori,18.2,,15.4,21.2,24.1,,19.7,29.1,12.5,,9.5,15.9,46000,39000,54000
adults,Heavy episodic drinking at least weekly (total population),2016,Māori,17.6,,15.6,19.7,22.6,,19.1,26.5,12.7,,10.8,14.9,95000,84000,106000
adults,Heavy episodic drinking at least weekly (total population),2017,Māori,16.1,,14.1,18.3,20.3,,16.7,24.2,12.2,,10.2,14.4,89000,78000,101000
adults,Heavy episodic drinking at least weekly (total population),2018,Māori,18.1,,16,20.3,23.3,,19.8,27,13.1,,10.9,15.6,102000,91000,114000
adults,Heavy episodic drinking at least weekly (total population),2019,Māori,19,,16.7,21.5,23.4,,19.7,27.5,14.7,,11.9,18,111000,97000,124000
adults,Heavy episodic drinking at least weekly (total population),2020,Māori,18.6,,15.9,21.6,26.5,,21.3,32.3,11,,8.8,13.7,111000,94000,127000
adults,Heavy episodic drinking at least weekly (total population),2015,Pacific,11.7,,7.9,16.4,19.5,,12.6,28.1,5.7,,2,12.2,13000,8000,17000
adults,Heavy episodic drinking at least weekly (total population),2016,Pacific,10.9,,8.5,13.7,15.6,,11.2,20.9,6.5,,3.9,10,25000,20000,31000
adults,Heavy episodic drinking at least weekly (total population),2017,Pacific,11.5,,9.3,14,16.7,,13,20.9,6.7,,4.1,10.4,28000,22000,34000
adults,Heavy episodic drinking at least weekly (total population),2018,Pacific,12.7,,9.5,16.5,21.2,,15.6,27.6,5.7,,3.2,9.2,33000,24000,41000
